   0.0000000e+00   0.0000000e+00   1.0000000e+01
   7.9577472e-04   4.7746483e+00   1.0000000e+01
   2.3873241e-03   9.5492966e+00   1.0000000e+01
   4.7746483e-03   1.4323945e+01   1.0000000e+01
   7.9577472e-03   1.9098593e+01   1.0000000e+01
   1.1936621e-02   2.3873241e+01   1.0000000e+01
   1.6711269e-02   2.8647890e+01   1.0000000e+01
   2.2281692e-02   3.3422538e+01   1.0000000e+01
   2.8647890e-02   3.8197186e+01   1.0000000e+01
   3.5809862e-02   4.2971835e+01   1.0000000e+01
   4.3767609e-02   4.7746483e+01   1.0000000e+01
   5.2521131e-02   5.2521131e+01   1.0000000e+01
   6.2070428e-02   5.7295780e+01   1.0000000e+01
   7.2415499e-02   6.2070428e+01   1.0000000e+01
   8.3556345e-02   6.6845076e+01   1.0000000e+01
   9.5492966e-02   7.1619724e+01   1.0000000e+01
   1.0822536e-01   7.6394373e+01   1.0000000e+01
   1.2175353e-01   8.1169021e+01   1.0000000e+01
   1.3607748e-01   8.5943669e+01   1.0000000e+01
   1.5119720e-01   9.0718318e+01   1.0000000e+01
   1.6711269e-01   9.5492966e+01   1.0000000e+01
   1.8382396e-01   1.0026761e+02   1.0000000e+01
   2.0133100e-01   1.0504226e+02   1.0000000e+01
   2.1963382e-01   1.0981691e+02   1.0000000e+01
   2.3873241e-01   1.1459156e+02   1.0000000e+01
   2.5862678e-01   1.1936621e+02   1.0000000e+01
   2.7931693e-01   1.2414086e+02   1.0000000e+01
   3.0080284e-01   1.2891550e+02   1.0000000e+01
   3.2308453e-01   1.3369015e+02   1.0000000e+01
   3.4616200e-01   1.3846480e+02   1.0000000e+01
   3.7003524e-01   1.4323945e+02   1.0000000e+01
   3.9470426e-01   1.4801410e+02   1.0000000e+01
   4.2016905e-01   1.5278875e+02   1.0000000e+01
   4.4642962e-01   1.5756339e+02   1.0000000e+01
   4.7348596e-01   1.6233804e+02   1.0000000e+01
   5.0133807e-01   1.6711269e+02   1.0000000e+01
   5.2919019e-01   1.6711269e+02   1.0000000e+01
   5.5704230e-01   1.6711269e+02   1.0000000e+01
   5.8489442e-01   1.6711269e+02   1.0000000e+01
   6.1274653e-01   1.6711269e+02   1.0000000e+01
